S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)",Element_w_A
8641.84,23.96,3364.45,21.98,,,14181.53,20.47,6081.72,56.52,15644.17,18.8,155Yb
10901.0,197.0,-98.07,8.47,,,15374.0,197.0,8589.39,150.94,14821.63,57.35,155Lu
9571.0,423.0,1744.0,357.0,,,14914.0,334.0,4116.0,357.0,17747.0,334.0,155Hf
,,-1453.0,15.0,,,14083.0,424.0,,,15140.0,358.0,155Ta
3191.0,565.0,,,31113.0,400.0,10481.0,640.0,8284.0,565.0,,,156La
5111.0,424.0,14178.0,500.0,24541.0,300.0,7421.0,424.0,6104.0,424.0,-2704.0,500.0,156Ce
4224.0,201.0,11076.0,361.0,18515.0,200.0,11363.0,283.0,8206.0,283.0,138.0,361.0,156Pr
6261.24,200.24,12347.35,200.77,12061.27,200.04,8342.14,229.75,5958.87,200.39,82.0,283.0,156Nd
5295.03,5.92,9168.89,9.82,5927.15,5.27,12372.14,52.77,8030.71,4.5,3051.22,12.42,156Pm
7240.93,8.5,9709.47,9.76,1168.53,8.47,9862.35,47.08,6151.45,12.42,3616.27,8.98,156Sm
6335.77,3.39,7180.7,3.51,-4603.58,60.1,13083.43,3.5,7341.19,3.41,6211.68,9.7,156Eu
8536.35,0.07,8005.79,0.87,-8323.2,24.66,9914.01,0.78,5696.36,0.75,5671.17,0.36,156Gd
6912.06,10.46,5309.89,3.68,-13256.25,14.77,14325.96,3.68,7655.81,3.69,8922.83,3.75,156Tb
9444.73,9.6,6567.89,9.79,-17263.24,9.37,10338.14,45.3,5648.43,3.85,7999.99,0.27,156Dy
7510.74,62.49,3612.39,60.76,-21779.42,80.81,15625.75,60.46,8528.03,60.13,11480.77,60.12,156Ho
10073.84,25.37,5461.14,30.2,-26394.81,151.77,11138.41,25.96,5664.45,25.14,10577.64,24.96,156Er
8279.95,17.38,1914.33,15.5,-30973.0,298.0,16481.28,15.1,8498.11,16.65,13823.95,15.11,156Tm
10834.43,19.03,3928.78,13.6,,,11872.22,17.15,5571.66,12.37,12849.29,12.5,156Yb
9225.81,57.44,485.91,56.61,,,16943.34,56.81,8373.0,203.0,15920.19,55.43,156Lu
11718.0,334.0,2560.82,150.99,,,12609.0,247.0,5420.0,9.12,15038.0,246.0,156Hf
10004.0,423.0,-1019.8,4.27,,,17520.0,423.0,6303.0,423.0,18158.0,334.0,156Ta
3182.0,500.0,14169.0,565.0,26747.0,400.0,8711.0,565.0,6463.0,500.0,-1464.0,640.0,157Ce
5044.0,361.0,11009.0,424.0,20919.0,300.0,9951.0,424.0,8543.0,361.0,-1364.0,424.0,157Pr
4059.22,201.58,12183.0,202.0,14361.93,24.95,9664.53,30.27,6507.49,115.72,1404.0,202.0,157Nd
6204.72,7.86,9112.37,200.15,8466.39,7.11,10697.49,11.51,8391.99,53.11,1454.34,113.23,157Pm
5388.46,9.63,9802.9,5.69,2746.98,6.82,10973.16,6.44,6698.45,46.54,4793.8,52.83,157Sm
7447.68,5.35,7387.45,9.43,-2626.08,23.85,11442.72,4.29,7860.32,4.28,4699.47,46.5,157Eu
6359.88,0.15,8029.9,3.41,-7409.83,26.53,11705.43,0.88,5778.7,0.79,7278.1,0.89,157Gd
8743.95,3.69,5517.49,0.33,-12054.16,27.97,12017.26,0.34,7806.58,0.38,6621.09,0.84,157Tb
6966.91,5.13,6622.73,6.29,-16002.66,12.04,12536.3,11.05,5595.8,45.59,9927.8,5.13,157Dy
9425.19,64.43,3592.84,23.49,-20392.31,26.39,13033.52,25.37,8425.13,24.62,8969.87,51.03,157Ho
7273.25,36.18,5223.64,65.6,-24510.0,197.0,13336.71,31.75,6089.73,27.75,12626.67,27.53,157Er
9946.04,31.38,1786.53,37.25,-29115.94,152.65,14210.72,28.6,8759.8,28.39,11576.44,29.13,157Tm
8227.49,13.74,3876.32,17.6,-33952.0,400.0,13914.82,14.69,5869.29,18.05,14829.52,11.84,157Yb
10812.3,55.45,463.77,12.44,,,14772.89,20.53,8355.62,21.08,13633.01,18.79,157Lu
9158.0,246.0,2493.0,203.0,,,14353.0,197.0,5675.95,13.62,16675.0,196.0,157Hf
11803.0,334.0,-934.6,9.67,,,15287.0,334.0,7941.0,335.0,15768.0,247.0,157Ta
,,898.0,499.0,,,15169.0,500.0,,,18847.0,500.0,157W
4801.0,565.0,,,28590.0,400.0,7101.0,565.0,6135.0,565.0,,,158Ce
3861.0,424.0,11688.0,500.0,22925.0,300.0,11201.0,424.0,8314.0,424.0,-753.0,500.0,158Pr
5664.0,202.0,12803.0,361.0,16635.0,200.0,8224.0,283.0,6225.0,201.0,-628.0,361.0,158Nd
4863.48,15.15,9916.64,28.31,10381.46,13.53,12095.24,200.48,8058.57,16.26,1972.46,21.83,158Pm
6643.98,6.57,10242.17,8.52,5157.11,5.43,9624.21,6.05,6553.74,6.76,2679.88,10.36,158Sm
5867.6,11.1,7866.58,11.15,-1067.59,28.98,12816.05,13.35,7799.69,10.36,5331.14,11.27,158Eu
7937.39,0.06,8519.61,4.2,-5385.74,25.25,10103.81,3.41,5992.6,0.89,5147.67,0.94,158Gd
6778.55,1.02,5936.17,0.99,-10767.47,25.26,13775.05,1.0,7463.27,1.0,7993.83,1.31,158Tb
9054.11,5.13,6932.89,2.45,-14397.11,8.3,10394.25,4.35,5706.76,10.08,7308.93,2.43,158Dy
7426.08,35.84,4052.01,27.49,-18975.4,31.04,15052.18,27.11,7832.01,28.76,10708.86,28.82,158Ho
9961.49,36.59,5759.95,34.45,-23201.42,30.69,10885.96,65.1,5599.79,30.68,9498.14,27.01,158Er
8065.24,37.64,2578.53,36.59,-27537.0,198.0,16219.32,35.25,8370.05,25.95,12982.75,30.68,158Tm
10659.66,13.38,4589.94,29.07,-32378.0,300.0,11535.12,16.34,5479.73,12.49,11845.35,9.85,158Yb
8842.98,19.35,1079.26,18.63,,,16764.34,17.76,8154.47,22.46,15060.13,18.03,158Lu
11271.0,196.0,2950.84,21.25,,,12307.96,56.88,5306.71,8.02,14046.62,24.12,158Hf
9645.0,247.0,-447.65,12.9,,,17361.0,247.0,7867.0,357.0,17025.0,197.0,158Ta
12234.0,500.0,1328.0,335.0,,,12939.0,423.0,5159.73,15.31,16184.0,423.0,158W
4830.0,500.0,11717.0,565.0,24955.0,400.0,9553.0,565.0,8596.0,500.0,-2391.0,565.0,159Pr
3824.0,361.0,12766.0,424.0,18754.0,300.0,9444.0,424.0,6625.0,361.0,659.0,424.0,159Nd
5536.39,16.77,9789.0,201.0,12978.08,10.12,10618.07,26.86,8783.42,200.28,660.0,201.0,159Pm
5028.85,7.66,10407.54,14.69,6959.36,6.13,10800.07,9.16,6819.92,6.92,3912.27,200.12,159Sm
6859.41,11.12,8082.01,6.51,1286.25,5.26,11345.1,6.17,8181.2,9.52,3766.76,5.62,159Eu
5943.21,0.08,8595.22,10.32,-4000.4,3.6,11608.28,4.2,6385.17,3.41,6445.4,8.47,159Gd
8133.01,0.64,6131.79,0.76,-8961.97,27.97,12001.92,0.76,7866.61,0.77,6196.59,3.49,159Tb
6831.1,2.6,6985.44,1.32,-13328.53,17.82,12307.1,1.35,5787.72,3.79,9014.18,1.33,159Dy
9213.26,27.26,4211.16,3.73,-17620.93,37.79,12805.83,5.9,8063.49,3.0,8407.66,4.64,159Ho
7328.54,25.49,5662.41,27.33,-21708.43,17.21,12982.6,23.75,5781.99,60.11,11614.33,3.6,159Er
9938.52,37.64,2555.56,37.64,-26131.25,34.18,13554.05,38.52,8505.37,37.25,10554.97,66.2,159Tm
7899.69,19.33,4424.38,30.87,-30544.0,299.0,13581.47,33.13,5860.0,22.79,14019.51,30.38,159Yb
10567.73,40.59,987.34,38.5,-34964.0,307.0,14424.1,39.21,8421.17,38.8,12772.35,40.28,159Lu
8821.53,24.26,2929.38,22.62,,,14298.73,20.7,5711.0,56.67,16059.52,19.22,159Hf
11344.0,197.0,-374.27,9.04,,,15175.0,197.0,8241.8,151.05,14906.8,57.59,159Ta
9733.0,423.0,1417.0,357.0,,,15010.0,334.0,5430.69,5.81,18169.0,334.0,159W
,,-1599.0,53.0,,,15436.0,502.0,,,16763.0,426.0,159Re
3503.0,565.0,,,26960.0,400.0,10851.0,565.0,8274.0,565.0,,,160Pr
5398.0,424.0,13334.0,500.0,20808.0,300.0,7907.0,424.0,6271.0,424.0,-1557.0,500.0,160Nd
4519.0,201.0,10484.0,361.0,14834.0,200.0,11763.0,283.0,8324.0,202.0,1185.0,361.0,160Pm
6098.33,8.37,10969.48,11.64,9437.94,5.98,9565.22,14.69,6926.31,9.16,1873.15,25.61,160Sm
5508.49,10.43,8561.66,11.18,2902.27,17.77,12480.59,10.67,8061.17,10.46,4462.98,11.79,160Eu
7451.62,0.74,9187.43,4.38,-1877.51,24.29,10024.25,10.33,6381.22,4.29,4382.24,4.61,160Gd
6375.21,0.13,6563.79,0.77,-7534.23,34.29,13564.1,0.77,7851.27,0.77,7269.05,4.26,160Tb
8576.91,1.42,7429.34,1.17,-11510.02,7.27,10508.74,1.32,5954.76,1.15,6797.14,1.12,160Dy
7124.51,15.3,4504.57,15.07,-16112.79,58.77,14735.43,15.17,7905.88,15.86,10027.1,15.04,160Ho
9574.51,24.53,6023.66,24.45,-20125.28,26.06,10834.17,36.37,5632.66,33.75,9006.73,24.8,160Er
7802.95,44.21,3029.96,34.46,-24478.33,64.22,15712.59,42.54,7975.67,43.32,12177.21,41.53,160Tm
10395.42,19.11,4881.28,28.87,-28836.25,150.0,11251.29,26.24,5410.62,28.87,10897.33,27.47,160Yb
8632.65,68.17,1720.3,59.54,-33531.0,304.0,16451.11,57.38,8016.02,57.86,14085.74,63.32,160Lu
11157.66,19.33,3519.31,38.85,,,11984.05,17.88,5365.63,12.41,13129.36,13.85,160Hf
9455.86,57.77,260.06,56.86,,,16989.5,57.06,7944.0,203.0,16263.23,55.64,160Ta
12103.0,334.0,2176.28,151.12,,,12551.0,247.0,5130.93,8.52,15223.0,246.0,160W
10065.0,426.0,-1267.07,7.11,,,17605.0,423.0,7596.0,499.0,18501.0,334.0,160Re
3526.0,500.0,13357.0,565.0,22918.0,400.0,9211.0,565.0,6606.0,500.0,-282.0,565.0,161Nd
5305.0,359.0,10391.0,423.0,17226.0,298.0,10282.0,423.0,8683.0,359.0,-259.0,423.0,161Pm
4508.49,9.01,10959.0,200.0,11383.84,6.86,10593.12,12.12,7281.3,15.07,3029.0,200.0,161Sm
6382.38,14.07,8845.7,11.95,5405.75,10.64,11127.06,11.95,8322.77,11.47,2944.09,16.99,161Eu
5635.4,1.0,9314.33,9.64,-304.22,8.88,11248.27,4.5,6613.42,10.38,5390.82,5.15,161Gd
7696.65,0.55,6808.82,1.04,-5562.88,27.98,11810.65,0.95,8092.01,0.95,5440.0,10.34,161Tb
6454.39,0.08,7508.51,1.17,-10216.4,15.35,12187.37,1.17,6278.92,1.32,8280.15,1.12,161Dy
8885.86,15.16,4813.51,2.16,-14634.93,28.03,12680.67,2.57,8074.13,3.12,7919.8,2.5,161Ho
7208.7,25.79,6107.85,17.36,-18886.94,24.2,12838.73,9.26,5850.04,28.48,10852.14,9.03,161Er
9668.0,44.21,3123.45,37.0,-23119.71,37.09,13373.13,28.19,8269.16,37.64,9935.29,38.93,161Tm
7748.01,16.87,4826.34,37.54,-27284.0,196.0,13441.8,31.89,5727.85,29.53,13110.81,29.53,161Yb
10363.72,63.32,1688.61,28.87,-31722.14,152.5,13987.07,33.13,8311.95,29.07,11787.25,37.64,161Lu
8447.05,24.41,3333.71,61.13,-36335.0,400.0,14104.74,43.9,5761.57,27.15,15341.97,23.91,161Hf
11026.62,59.54,129.02,23.39,,,14784.41,29.62,8187.45,30.01,14079.59,28.69,161Ta
9300.0,246.0,2021.0,203.0,,,14595.0,197.0,5475.23,12.38,17193.0,196.0,161W
12173.0,334.0,-1197.28,5.34,,,15165.0,334.0,7656.0,335.0,15973.0,247.0,161Re
,,530.0,499.0,,,15476.0,503.0,,,19300.0,500.0,161Os
5034.0,565.0,,,24730.0,400.0,7681.0,565.0,6402.0,565.0,,,162Nd
4206.0,423.0,11071.0,500.0,19306.0,302.0,11475.0,424.0,8301.0,424.0,365.0,500.0,162Pm
5929.0,196.0,11583.0,357.0,13652.0,196.0,9183.0,280.0,6889.0,196.0,924.0,358.0,162Sm
4983.19,36.73,9320.41,35.88,7338.14,35.36,12242.2,35.72,8368.43,35.72,3497.28,36.63,162Eu
6845.89,3.93,9777.85,11.14,2054.12,3.99,9910.87,10.31,6626.94,5.8,3573.78,7.16,162Gd
6285.69,36.39,7459.1,36.4,-4198.17,44.73,12976.59,36.38,7749.53,36.38,6013.73,36.62,162Tb
8196.99,0.06,8008.86,1.26,-8355.13,15.36,10365.59,1.17,6214.94,1.17,6026.36,1.12,162Dy
6915.59,3.61,5274.71,3.11,-13209.79,75.1,14341.99,3.11,7989.65,3.4,9137.22,3.3,162Ho
9204.23,8.74,6426.22,2.19,-17165.51,8.98,10759.02,15.0,5859.07,3.05,8479.02,1.45,162Er
7650.4,38.21,3565.15,27.48,-21697.6,58.38,15297.24,35.6,7947.3,26.3,11498.14,26.23,162Tm
10058.26,21.15,5216.61,31.89,-25827.14,23.38,11186.49,37.55,5608.11,31.89,10381.09,15.74,162Yb
8340.73,80.07,2281.32,76.59,-30330.0,210.0,16041.76,75.38,7870.91,77.12,13385.05,80.07,162Lu
10925.65,24.25,3895.63,29.35,-34729.0,300.0,11811.74,57.52,5403.65,38.72,12316.0,19.76,162Hf
9072.51,57.65,754.49,56.9,,,16869.56,53.1,7936.46,54.88,15574.81,64.4,162Ta
11515.0,196.0,2509.18,30.1,,,12535.29,57.11,5304.0,8.71,14499.79,24.38,162W
9732.0,247.0,-765.14,11.27,,,17536.0,247.0,7657.0,357.0,17584.0,197.0,162Re
12532.0,500.0,889.0,335.0,,,13009.0,423.0,5169.0,53.0,16501.0,423.0,162Os
4951.0,500.0,10988.0,565.0,21347.0,400.0,10049.0,565.0,8748.0,500.0,-1083.0,565.0,163Pm
4262.0,357.0,11639.0,423.0,15661.0,298.0,10226.0,422.0,7146.0,359.0,2060.0,423.0,163Sm
5852.8,74.41,9244.0,206.0,9893.45,65.55,10897.88,65.89,8613.96,65.81,2164.0,211.0,163Eu
5104.8,9.33,9899.46,36.22,3853.84,9.62,11188.44,13.37,7030.63,12.68,4567.31,10.29,163Gd
6991.43,36.58,7604.64,5.64,-1867.35,6.78,11620.56,4.29,8209.72,4.17,4530.79,10.34,163Tb
6271.01,0.05,7994.18,36.36,-7082.08,15.36,11791.23,1.26,6319.14,1.17,7206.97,1.19,163Dy
8408.11,3.11,5485.83,0.05,-11586.93,27.96,12388.27,0.08,8158.45,0.11,7104.32,1.17,163Ho
6904.52,4.58,6415.15,5.53,-15904.04,25.21,12740.35,5.06,6079.06,15.68,10151.41,4.58,163Er
9322.25,26.62,3683.17,5.48,-20194.09,38.46,13183.69,10.32,8199.56,24.87,9300.41,15.97,163Tm
7544.06,21.15,5110.27,30.24,-24390.9,54.94,13310.42,31.89,5866.99,37.55,12411.54,28.71,163Yb
10030.97,80.07,2254.03,31.89,-28789.16,33.53,13758.8,31.89,8235.35,28.87,11157.02,44.21,163Lu
8165.99,26.35,3720.9,79.02,-33071.0,299.0,14009.47,37.35,5870.31,61.99,14545.43,25.81,163Hf
10825.75,64.63,654.59,39.1,,,14490.85,44.24,8268.37,39.24,13381.71,68.39,163Ta
8980.3,55.63,2416.97,74.24,,,14581.61,58.11,5779.56,75.72,16677.15,53.61,163W
11572.0,197.0,-707.99,5.63,,,15264.0,197.0,8188.27,150.97,15467.85,57.39,163Re
9823.0,423.0,980.0,357.0,,,15359.0,334.0,5410.13,10.99,18780.0,334.0,163Os
3692.0,565.0,,,23208.0,412.0,11391.0,565.0,8582.0,565.0,,,164Pm
5454.0,422.0,12142.0,499.0,17866.0,298.0,8978.0,423.0,6997.0,422.0,132.0,499.0,164Sm
4967.0,132.0,9950.0,319.0,11601.0,114.0,11859.0,226.0,8155.0,114.0,2501.0,319.0,164Eu
6531.0,103.0,10578.0,122.0,6169.0,102.0,9640.0,108.0,6882.0,103.0,2544.0,103.0,164Gd
5553.21,100.08,8053.05,100.36,-173.93,102.93,12913.24,100.08,8291.91,100.01,5359.96,100.54,164Tb
7658.11,0.07,8660.86,4.0,-4950.55,15.37,10418.8,36.36,6357.68,1.26,5184.26,1.55,164Dy
6674.48,1.41,5889.3,1.41,-10339.13,27.99,13910.78,1.42,7938.35,1.42,8126.49,1.85,164Ho
8846.48,4.58,6853.52,0.13,-14124.39,15.84,10809.46,3.12,6118.44,2.17,7759.31,0.15,164Er
7246.63,25.01,4025.28,24.83,-18621.23,37.09,15141.29,24.4,8161.63,25.92,10939.64,24.49,164Tm
9789.64,21.15,5577.67,16.31,-22781.66,18.12,11171.18,30.24,5745.35,31.89,9830.59,17.68,164Yb
7922.28,39.52,2632.25,31.89,-27169.93,61.3,15894.78,31.89,8061.09,31.89,12902.74,39.52,164Lu
10626.14,29.4,4316.07,32.11,-31396.4,150.75,11724.06,76.69,5607.89,32.11,11667.3,22.05,164Hf
8819.49,47.22,1308.09,37.35,-35939.0,316.0,16597.01,29.35,7895.93,35.91,14925.94,39.52,164Ta
11398.88,53.63,2990.1,39.27,,,12255.24,53.12,5407.29,23.33,13725.31,24.46,164W
9541.51,57.62,-146.79,75.89,,,17237.58,57.34,7947.0,203.0,16952.96,59.76,164Re
12301.0,334.0,1708.83,151.06,,,12790.0,247.0,5282.15,6.46,15780.0,247.0,164Os
,,-1560.0,101.0,,,17807.0,435.0,7500.0,509.0,19143.0,348.0,164Ir
3777.0,499.0,12227.0,566.0,19804.0,401.0,10152.0,566.0,7426.0,500.0,1389.0,566.0,165Sm
5414.0,179.0,9910.0,328.0,14175.0,138.0,10707.0,328.0,8670.0,239.0,1292.0,330.0,165Eu
4750.0,159.0,10361.0,167.0,8069.0,121.0,10743.0,138.0,7115.0,126.0,3723.0,230.0,165Gd
6559.0,143.0,8081.0,145.0,2364.0,102.0,11459.0,103.0,8579.0,103.0,3784.0,108.0,165Tb
5715.96,0.05,8823.61,100.0,-3317.22,26.55,11694.27,4.0,6927.41,36.36,6314.2,3.98,165Dy
7988.82,1.15,6220.01,0.83,-8456.76,26.56,12192.97,0.83,8146.53,0.83,6423.35,36.37,165Ho
6650.04,0.59,6829.08,1.54,-12886.1,27.96,12567.53,0.6,6383.99,3.17,9306.27,0.61,165Er
9096.9,24.45,4275.7,1.55,-17081.77,13.96,12948.91,4.83,8268.95,1.59,8758.32,3.52,165Tm
7349.28,30.67,5680.32,36.05,-21434.36,36.44,13144.15,27.11,6046.46,37.19,11685.54,26.55,165Yb
9871.19,38.54,2713.79,30.67,-25782.47,35.51,13567.66,30.67,8248.16,30.66,10681.95,37.19,165Lu
7888.32,32.11,4282.11,39.52,-29841.0,198.0,13866.71,39.52,6060.3,80.07,13837.24,31.89,165Hf
10636.37,31.19,1318.32,20.23,-34255.0,159.0,14126.64,28.39,8185.21,16.51,12630.3,76.31,165Ta
8696.58,26.77,2867.19,37.48,,,14384.41,45.53,5783.23,57.9,15954.39,26.53,165W
11258.66,59.44,-287.01,22.51,,,14959.22,57.79,8203.49,29.47,14766.82,57.32,165Re
9444.0,247.0,1612.0,203.0,,,14918.0,197.0,5570.35,9.76,17851.0,197.0,165Os
12320.0,352.0,-1541.0,50.0,,,15311.0,338.0,7712.0,339.0,16555.0,252.0,165Ir
4993.0,566.0,,,21855.0,400.0,8852.0,565.0,7384.0,565.0,,,166Sm
4555.0,384.0,10688.0,537.0,15864.0,358.0,11605.0,466.0,8376.0,466.0,1688.0,537.0,166Eu
6148.0,230.0,11095.0,239.0,10396.0,196.0,9562.0,226.0,6819.0,206.0,1837.0,357.0,166Gd
5390.0,124.0,8721.0,140.0,4003.59,70.96,12600.0,124.0,8293.15,70.51,4246.5,95.9,166Tb
7043.5,0.4,9308.0,102.0,-989.05,7.11,10203.98,100.0,6875.34,4.02,4375.5,8.47,166Dy
6243.64,0.02,6747.69,0.83,-7050.35,29.82,13607.44,0.83,8173.9,0.83,7171.14,4.08,166Ho
8475.75,1.29,7316.01,0.92,-11067.06,27.97,10766.27,1.47,6316.35,1.12,7101.53,1.12,166Er
7030.07,11.74,4655.74,11.62,-15790.6,30.26,14765.32,11.6,8143.4,12.47,10136.36,11.6,166Tm
9371.68,27.47,5955.09,7.32,-19707.71,11.83,11019.1,25.4,5997.04,8.96,9218.38,8.44,166Yb
7650.06,39.91,3014.57,39.91,-24127.5,78.21,15707.24,33.54,8142.17,33.53,12354.14,30.32,166Lu
10294.79,39.52,4705.71,38.54,-28427.47,33.22,11494.19,39.52,5796.48,39.52,11086.51,31.89,166Hf
8321.24,31.19,1751.24,39.52,-32744.0,198.0,16431.54,32.11,8029.96,37.35,14340.04,39.52,166Ta
11098.33,26.71,3329.15,16.79,-37159.0,301.0,12105.58,29.51,5510.65,39.22,13022.05,26.53,166W
9305.02,76.06,321.43,76.5,,,17053.09,72.95,7878.77,89.51,16287.55,81.72,166Re
11708.0,197.0,2060.71,29.65,,,12751.73,57.44,5434.78,4.55,15123.08,55.73,166Os
9833.0,252.0,-1152.0,8.0,,,17779.0,247.0,7703.0,357.0,18295.0,197.0,166Ir
,,426.0,339.0,,,13325.0,435.0,,,17109.0,423.0,166Pt
4874.0,537.0,10570.0,565.0,18270.0,400.0,10509.0,566.0,8956.0,499.0,506.0,565.0,167Eu
4355.0,357.0,10894.0,466.0,12478.0,298.0,10622.0,328.0,7432.0,319.0,2936.0,422.0,167Gd
6113.0,208.0,8686.0,277.0,6617.0,196.0,11237.0,230.0,8711.0,221.0,3100.0,226.0,167Tb
5417.15,60.23,9334.81,92.35,659.95,60.36,11346.0,119.0,7011.39,116.74,5490.0,119.0,167Dy
7280.61,5.25,6984.81,5.27,-4779.5,32.1,12042.79,5.25,8551.39,5.25,5443.74,100.14,167Ho
6436.46,0.18,7508.82,0.93,-9823.42,27.97,12318.63,0.93,6554.38,1.48,8323.19,1.12,167Er
8726.58,11.64,4906.57,1.48,-14192.58,27.97,12688.78,1.53,8263.3,1.42,8084.26,1.86,167Tm
7066.15,8.08,5991.17,12.23,-18492.52,18.69,13049.85,4.26,6177.51,24.72,10998.72,4.02,167Yb
9551.46,43.49,3194.36,32.46,-22670.0,51.0,13505.06,41.32,8380.35,35.2,10049.31,39.98,167Lu
7680.09,39.52,4735.75,40.86,-26965.76,77.87,13685.29,38.54,6038.67,39.52,13196.06,31.89,167Hf
10324.6,39.52,1781.05,39.52,-31278.62,33.43,13995.25,39.52,8331.5,32.11,11937.71,39.52,167Ta
8281.34,20.57,3289.25,33.38,-35486.0,303.0,14460.6,22.93,6048.8,33.38,15366.85,24.16,167W
11009.0,83.0,232.0,42.0,,,14741.0,48.0,8269.0,42.0,14098.0,49.0,167Re
9141.79,74.87,1897.49,102.53,,,14868.59,76.42,5834.5,90.88,17380.17,73.32,167Os
11790.0,197.0,-1070.11,3.71,,,15433.0,197.0,8213.72,151.04,16046.4,57.56,167Ir
9954.0,426.0,547.0,360.0,,,15691.0,341.0,5595.0,112.0,19456.0,338.0,167Pt
3801.0,640.0,,,20321.0,501.0,11700.0,640.0,8932.0,641.0,,,168Eu
5621.0,499.0,11642.0,566.0,14628.0,401.0,9555.0,537.0,7225.0,424.0,1091.0,566.0,168Gd
4867.0,357.0,9199.0,422.0,8590.0,298.0,12518.0,357.0,8594.0,322.0,3648.0,328.0,168Tb
6700.26,152.4,9922.0,241.0,3022.33,140.01,10036.03,156.53,6870.0,173.0,3540.0,185.0,168Dy
5851.86,30.45,7419.52,67.28,-2993.32,49.4,13234.42,30.02,8415.49,30.02,6151.0,107.0,168Ho
7771.31,0.12,7999.52,5.21,-7630.62,27.97,10790.96,0.94,6771.89,0.94,6267.84,1.13,168Er
6840.6,1.81,5310.71,1.86,-12919.01,28.0,14323.93,1.86,8072.74,1.89,9232.49,1.84,168Tm
9062.64,4.04,6327.23,1.53,-16688.79,13.32,11017.28,11.55,6211.77,2.13,8586.11,1.33,168Yb
7638.04,50.45,3766.25,39.45,-21272.97,49.92,15238.7,39.87,8091.59,47.39,11508.17,39.31,168Lu
9964.11,39.52,5148.4,42.24,-25365.34,29.65,11371.24,40.86,5945.74,38.54,10581.23,38.54,168Hf
8114.17,39.52,2215.12,39.52,-29727.68,61.89,16175.88,39.52,8105.65,39.52,13694.74,38.54,168Ta
10866.37,22.57,3831.02,30.94,-33885.65,150.54,11915.47,30.94,5818.8,18.13,12388.8,30.94,168W
9035.0,51.0,985.8,35.82,,,16803.95,32.24,7930.19,39.67,15699.37,33.8,168Re
11564.54,73.35,2453.0,42.0,,,12609.07,72.98,5528.62,22.41,14512.21,26.85,168Os
9665.1,58.18,-546.8,91.28,,,17476.1,58.07,7993.0,203.0,17639.95,60.05,168Ir
12466.0,338.0,1223.99,151.07,,,13057.0,247.0,5449.0,50.0,16434.0,247.0,168Pt
3861.0,643.0,11701.0,709.0,16770.0,503.0,10568.0,642.0,7919.0,617.0,2223.0,642.0,169Gd
5677.0,422.0,9254.0,499.0,10947.0,298.0,11195.0,422.0,9065.0,357.0,2525.0,466.0,169Tb
5108.93,331.66,10164.0,423.0,4780.39,300.67,11041.0,359.0,7151.67,308.71,4579.0,359.0,169Dy
6807.32,36.08,7526.58,141.42,-712.61,20.28,11844.25,63.44,8651.67,20.07,4734.01,72.82,169Ho
6003.25,0.15,8150.9,30.0,-6206.21,27.97,12068.33,5.21,7012.28,0.95,7308.09,1.21,169Er
8033.61,1.5,5573.01,1.1,-10984.78,27.96,12726.77,1.1,8514.88,1.1,7442.52,1.06,169Tm
6866.98,0.15,6353.61,1.89,-15459.69,15.48,12876.88,1.54,6374.87,11.55,10194.88,0.36,169Yb
9088.03,39.36,3791.63,3.0,-19675.33,11.82,13216.82,5.03,8375.23,7.62,9450.21,11.94,169Lu
7427.65,39.52,4938.01,48.19,-23994.2,37.61,13495.04,42.24,6168.15,40.86,12525.25,28.83,169Hf
9967.84,39.52,2218.85,39.52,-28196.59,36.39,13888.13,39.52,8432.61,39.52,11376.95,40.86,169Ta
8096.08,20.35,3812.94,31.92,-32405.0,196.0,14143.99,31.92,6043.96,31.92,14587.51,31.92,169W
10685.66,32.85,805.09,16.04,-36621.0,298.0,14399.63,21.51,8342.85,14.81,13334.94,30.17,169Re
8798.79,27.03,2216.78,39.79,,,14819.0,48.0,6034.84,76.56,16811.74,26.89,169Os
11498.93,59.93,-612.4,22.1,,,15118.96,76.33,8201.73,29.42,15446.04,75.97,169Ir
9576.0,247.0,1135.0,203.0,,,15271.0,197.0,5705.61,9.5,18565.0,197.0,169Pt
,,-1930.0,334.0,,,15535.0,425.0,7805.0,423.0,17212.0,357.0,169Au
5298.0,780.0,,,18729.0,596.0,9071.0,778.0,7495.0,718.0,,,170Gd
4466.0,499.0,9860.0,643.0,13072.0,401.0,12350.0,566.0,8953.0,499.0,2933.0,566.0,170Tb
6138.0,359.0,10624.0,357.0,7101.0,196.0,9770.0,357.0,7128.0,277.0,2796.0,357.0,170Dy
5512.82,53.85,7930.47,304.8,1067.54,52.78,13031.69,148.66,8556.0,78.26,5335.0,202.0,170Ho
7256.89,1.46,8600.47,20.0,-3854.83,27.99,10663.3,30.04,7036.0,5.0,5468.35,60.21,170Er
6591.96,0.17,6161.72,1.12,-9658.19,27.96,13906.12,1.11,8359.38,1.11,8131.17,5.32,170Tm
8457.67,1.2,6777.68,0.81,-13473.09,13.2,11259.81,1.71,6643.78,1.3,8173.66,1.17,170Yb
7292.98,17.15,4217.63,16.89,-18393.03,28.6,14986.48,16.89,8148.41,17.31,10883.82,16.89,170Lu
