#  Theoretical Giant Dipole Resonance parameters
#  Z   A El    Eta    E1     W1     E2     W2
#                   [MeV]  [MeV]  [MeV]  [MeV] 
#--------------------------------------------------
 104 260 Rf  1.257  10.94   2.44  13.50   3.73
 104 261 Rf  1.257  10.93   2.44  13.49   3.73
 104 262 Rf  1.257  10.92   2.44  13.47   3.73
 104 263 Rf  1.257  10.90   2.44  13.46   3.73
 104 264 Rf  1.235  11.02   2.46  13.38   3.68
 104 265 Rf  1.246  10.94   2.43  13.39   3.66
 104 266 Rf  1.235  10.99   2.45  13.34   3.66
 104 267 Rf  1.222  11.05   2.46  13.29   3.65
 104 268 Rf  1.235  10.97   2.47  13.31   3.72
 104 269 Rf  1.215  11.07   2.51  13.24   3.75
 104 270 Rf  1.208  11.10   2.54  13.20   3.80
 104 271 Rf  1.198  11.15   2.58  13.15   3.85
 104 272 Rf  1.198  11.13   2.59  13.14   3.88
 104 273 Rf  1.184  11.20   2.64  13.08   3.96
 104 274 Rf  1.483   9.61   2.23  13.84   4.30
 104 275 Rf  1.503   9.51   2.22  13.86   4.36
 104 276 Rf  1.483   9.59   2.26  13.80   4.48
 104 277 Rf  1.503   9.48   2.25  13.83   4.54
 104 278 Rf  1.503   9.47   2.25  13.81   4.58
 104 279 Rf  1.503   9.46   2.28  13.79   4.70
 104 280 Rf  1.503   9.45   2.31  13.78   4.84
 104 281 Rf  1.098  12.33   4.67  12.33   4.67
 104 282 Rf  1.000  12.31   5.22  12.31   5.22
 104 283 Rf  1.000  12.30   5.15  12.30   5.15
 104 284 Rf  1.000  12.28   4.80  12.28   4.80
 104 285 Rf  1.000  12.27   4.44  12.27   4.44
 104 286 Rf  1.000  12.25   4.23  12.25   4.23
 104 287 Rf  1.027  12.24   4.01  12.24   4.01
 104 288 Rf  1.000  12.22   3.96  12.22   3.96
 104 289 Rf  1.023  12.20   4.04  12.20   4.04
 104 290 Rf  1.000  12.19   4.30  12.19   4.30
 104 291 Rf  1.011  12.17   4.48  12.17   4.48
 104 292 Rf  1.011  12.15   4.43  12.15   4.43
 104 293 Rf  1.134  12.11   4.60  12.11   4.60
 104 294 Rf  1.627   8.76   2.22  13.77   5.53
 104 295 Rf  1.627   8.75   2.22  13.75   5.54
 104 296 Rf  1.627   8.74   2.21  13.73   5.53
 104 297 Rf  1.627   8.73   2.21  13.71   5.52
 104 298 Rf  1.627   8.71   2.20  13.69   5.49
 104 299 Rf  1.337   9.99   2.58  13.05   4.86
 104 300 Rf  1.327  10.02   2.58  13.01   4.81
 104 301 Rf  1.318  10.05   2.59  12.97   4.76
 104 302 Rf  1.318  10.04   2.57  12.95   4.70
 104 303 Rf  1.301  10.11   2.52  12.89   4.48
 104 304 Rf  1.293  10.15   2.51  12.85   4.34
 104 305 Rf  1.293  10.13   2.48  12.83   4.26
 104 306 Rf  1.280  10.18   2.48  12.78   4.17
 104 307 Rf  1.280  10.17   2.46  12.76   4.09
 104 308 Rf  1.280  10.15   2.43  12.74   4.02
 104 309 Rf  1.280  10.14   2.41  12.72   3.95
 104 310 Rf  1.280  10.13   2.39  12.71   3.89
 104 311 Rf  1.293  10.04   2.36  12.72   3.89
 104 312 Rf  1.249  10.26   2.40  12.59   3.78
 104 313 Rf  1.249  10.25   2.38  12.58   3.74
 104 314 Rf  1.249  10.23   2.37  12.56   3.69
 104 315 Rf  1.249  10.22   2.36  12.54   3.67
 104 316 Rf  1.257  10.16   2.33  12.54   3.64
 104 317 Rf  1.257  10.15   2.32  12.52   3.62
 104 318 Rf  1.257  10.13   2.32  12.50   3.60
 104 319 Rf  1.257  10.12   2.31  12.49   3.59
 104 320 Rf  1.241  10.19   2.32  12.43   3.56
 104 321 Rf  1.241  10.17   2.31  12.41   3.54
 104 322 Rf  1.241  10.16   2.30  12.39   3.51
 104 323 Rf  1.241  10.14   2.29  12.37   3.48
 104 324 Rf  1.241  10.13   2.28  12.35   3.45
 104 325 Rf  1.241  10.11   2.28  12.33   3.45
 104 326 Rf  1.220  10.21   2.30  12.26   3.43
 104 327 Rf  1.220  10.20   2.30  12.24   3.43
 104 328 Rf  1.220  10.18   2.30  12.22   3.44
 104 329 Rf  1.220  10.17   2.30  12.20   3.44
 105 252 Db  1.301  10.79   2.43  13.75   3.89
 105 253 Db  1.265  10.98   2.47  13.63   3.83
 105 254 Db  1.265  10.97   2.46  13.62   3.79
 105 255 Db  1.265  10.96   2.44  13.60   3.75
 105 256 Db  1.278  10.87   2.42  13.62   3.75
 105 257 Db  1.278  10.86   2.41  13.61   3.73
 105 258 Db  1.257  10.97   2.44  13.53   3.72
 105 259 Db  1.257  10.95   2.44  13.52   3.72
 105 260 Db  1.257  10.94   2.44  13.50   3.73
 105 261 Db  1.257  10.93   2.44  13.49   3.73
 105 262 Db  1.257  10.92   2.44  13.47   3.73
 105 263 Db  1.257  10.91   2.44  13.46   3.73
 105 264 Db  1.246  10.95   2.43  13.41   3.67
 105 265 Db  1.246  10.94   2.43  13.40   3.65
 105 266 Db  1.246  10.93   2.42  13.38   3.65
 105 267 Db  1.246  10.91   2.42  13.36   3.63
 105 268 Db  1.222  11.04   2.45  13.28   3.63
 105 269 Db  1.222  11.03   2.47  13.26   3.68
 105 270 Db  1.215  11.06   2.50  13.23   3.73
 105 271 Db  1.215  11.05   2.52  13.21   3.77
 105 272 Db  1.208  11.08   2.55  13.17   3.83
 105 273 Db  1.208  11.06   2.56  13.16   3.87
 105 274 Db  1.198  11.11   2.60  13.11   3.94
 105 275 Db  1.526   9.41   2.19  13.92   4.35
 105 276 Db  1.526   9.40   2.20  13.90   4.46
 105 277 Db  1.483   9.58   2.26  13.79   4.48
 105 278 Db  1.503   9.48   2.25  13.82   4.54
 105 279 Db  1.503   9.47   2.26  13.80   4.59
 105 280 Db  1.503   9.45   2.28  13.79   4.71
 105 281 Db  1.503   9.44   2.32  13.77   4.86
 105 282 Db  1.098  12.33   4.71  12.33   4.71
 105 283 Db  1.085  12.31   4.70  12.31   4.70
 105 284 Db  1.082  12.29   5.12  12.29   5.12
 105 285 Db  1.000  12.28   4.74  12.28   4.74
 105 286 Db  1.000  12.26   4.40  12.26   4.40
 105 287 Db  1.000  12.25   4.20  12.25   4.20
 105 288 Db  1.000  12.23   4.06  12.23   4.06
 105 289 Db  1.000  12.21   3.94  12.21   3.94
 105 290 Db  1.023  12.20   3.95  12.20   3.95
 105 291 Db  1.000  12.18   4.28  12.18   4.28
 105 292 Db  1.070  12.16   4.17  12.16   4.17
 105 293 Db  1.042  12.14   4.46  12.14   4.46
 105 294 Db  1.121  12.12   4.64  12.12   4.64
 105 295 Db  1.627   8.76   2.20  13.76   5.48
 105 296 Db  1.627   8.75   2.20  13.75   5.48
 105 297 Db  1.627   8.74   2.20  13.73   5.47
 105 298 Db  1.627   8.72   2.20  13.71   5.46
 105 299 Db  1.627   8.71   2.19  13.69   5.43
 105 300 Db  1.337   9.99   2.57  13.05   4.86
 105 301 Db  1.310  10.11   2.62  12.97   4.85
 105 302 Db  1.327  10.01   2.57  12.99   4.78
 105 303 Db  1.301  10.13   2.61  12.91   4.74
 105 304 Db  1.310  10.07   2.54  12.91   4.60
 105 305 Db  1.301  10.10   2.50  12.87   4.41
 105 306 Db  1.293  10.13   2.50  12.83   4.32
 105 307 Db  1.293  10.12   2.47  12.81   4.23
 105 308 Db  1.280  10.17   2.47  12.76   4.15
 105 309 Db  1.249  10.32   2.51  12.66   4.10
 105 310 Db  1.293  10.07   2.41  12.76   4.04
 105 311 Db  1.249  10.29   2.46  12.63   3.95
 105 312 Db  1.249  10.28   2.43  12.61   3.88
 105 313 Db  1.249  10.26   2.41  12.59   3.80
 105 314 Db  1.249  10.25   2.39  12.57   3.76
 105 315 Db  1.257  10.19   2.36  12.58   3.73
 105 316 Db  1.257  10.18   2.35  12.56   3.69
 105 317 Db  1.257  10.16   2.34  12.54   3.66
 105 318 Db  1.257  10.15   2.33  12.52   3.64
 105 319 Db  1.257  10.13   2.32  12.51   3.62
 105 320 Db  1.241  10.20   2.34  12.45   3.60
 105 321 Db  1.241  10.19   2.33  12.43   3.57
 105 322 Db  1.241  10.17   2.32  12.41   3.54
 105 323 Db  1.241  10.16   2.31  12.39   3.52
 105 324 Db  1.241  10.15   2.29  12.38   3.48
 105 325 Db  1.241  10.13   2.28  12.36   3.45
 105 326 Db  1.220  10.23   2.31  12.28   3.43
 105 327 Db  1.220  10.22   2.30  12.27   3.42
 105 328 Db  1.220  10.20   2.30  12.25   3.43
 105 329 Db  1.220  10.19   2.30  12.23   3.43
 105 330 Db  1.220  10.17   2.30  12.21   3.44
 105 331 Db  1.198  10.28   2.33  12.13   3.41
 105 332 Db  1.198  10.27   2.33  12.11   3.42
 106 251 Sg  1.293  10.84   2.47  13.74   3.96
 106 252 Sg  1.265  10.99   2.50  13.64   3.93
 106 253 Sg  1.301  10.77   2.43  13.73   3.91
 106 254 Sg  1.265  10.97   2.47  13.62   3.83
 106 255 Sg  1.265  10.95   2.46  13.60   3.79
 106 256 Sg  1.265  10.94   2.44  13.59   3.75
 106 257 Sg  1.278  10.86   2.42  13.61   3.75
 106 258 Sg  1.257  10.97   2.43  13.53   3.70
 106 259 Sg  1.257  10.95   2.44  13.52   3.71
 106 260 Sg  1.257  10.94   2.44  13.50   3.72
 106 261 Sg  1.257  10.93   2.44  13.49   3.72
 106 262 Sg  1.257  10.92   2.43  13.47   3.72
 106 263 Sg  1.257  10.91   2.43  13.46   3.73
 106 264 Sg  1.246  10.95   2.43  13.41   3.66
 106 265 Sg  1.246  10.94   2.43  13.40   3.65
 106 266 Sg  1.246  10.93   2.42  13.38   3.64
 106 267 Sg  1.246  10.92   2.42  13.37   3.63
 106 268 Sg  1.222  11.04   2.43  13.28   3.56
 106 269 Sg  1.222  11.03   2.44  13.27   3.61
 106 270 Sg  1.222  11.02   2.46  13.25   3.65
 106 271 Sg  1.222  11.01   2.47  13.23   3.70
 106 272 Sg  1.215  11.04   2.51  13.20   3.75
 106 273 Sg  1.208  11.07   2.54  13.16   3.81
 106 274 Sg  1.208  11.05   2.55  13.15   3.85
 106 275 Sg  1.526   9.42   2.18  13.93   4.39
 106 276 Sg  1.526   9.40   2.19  13.91   4.42
 106 277 Sg  1.526   9.39   2.20  13.89   4.46
 106 278 Sg  1.526   9.38   2.21  13.87   4.51
 106 279 Sg  1.503   9.47   2.25  13.81   4.55
 106 280 Sg  1.503   9.46   2.26  13.79   4.61
 106 281 Sg  1.503   9.45   2.29  13.78   4.73
 106 282 Sg  1.503   9.44   2.32  13.76   4.90
 106 283 Sg  1.503   9.43   2.37  13.74   5.10
 106 284 Sg  1.517   9.35   2.36  13.75   5.21
 106 285 Sg  1.000  12.29   5.07  12.29   5.07
 106 286 Sg  1.000  12.27   4.64  12.27   4.64
 106 287 Sg  1.000  12.26   4.35  12.26   4.35
 106 288 Sg  1.000  12.24   4.16  12.24   4.16
 106 289 Sg  1.000  12.22   4.03  12.22   4.03
 106 290 Sg  1.005  12.21   3.89  12.21   3.89
 106 291 Sg  1.046  12.18   3.90  12.18   3.90
 106 292 Sg  1.046  12.17   4.02  12.17   4.02
 106 293 Sg  1.046  12.15   4.19  12.15   4.19
 106 294 Sg  1.046  12.14   4.40  12.14   4.40
 106 295 Sg  1.042  12.12   4.77  12.12   4.77
 106 296 Sg  1.627   8.76   2.19  13.76   5.40
 106 297 Sg  1.627   8.74   2.19  13.74   5.40
 106 298 Sg  1.627   8.73   2.19  13.72   5.39
 106 299 Sg  1.627   8.72   2.18  13.71   5.38
 106 300 Sg  1.627   8.71   2.18  13.69   5.36
 106 301 Sg  1.627   8.70   2.17  13.67   5.36
 106 302 Sg  1.627   8.69   2.17  13.65   5.35
 106 303 Sg  1.627   8.67   2.17  13.63   5.34
 106 304 Sg  1.627   8.66   2.16  13.61   5.30
 106 305 Sg  1.310  10.06   2.58  12.91   4.72
 106 306 Sg  1.301  10.10   2.53  12.87   4.51
 106 307 Sg  1.293  10.13   2.52  12.83   4.38
 106 308 Sg  1.293  10.12   2.49  12.81   4.29
 106 309 Sg  1.280  10.17   2.49  12.76   4.20
 106 310 Sg  1.293  10.09   2.44  12.78   4.14
 106 311 Sg  1.280  10.14   2.44  12.73   4.05
 106 312 Sg  1.249  10.29   2.47  12.63   3.98
 106 313 Sg  1.249  10.28   2.44  12.61   3.90
 106 314 Sg  1.249  10.26   2.42  12.59   3.83
 106 315 Sg  1.249  10.25   2.40  12.58   3.78
 106 316 Sg  1.257  10.19   2.37  12.58   3.74
 106 317 Sg  1.257  10.18   2.36  12.56   3.71
 106 318 Sg  1.257  10.16   2.34  12.54   3.67
 106 319 Sg  1.257  10.15   2.34  12.53   3.65
 106 320 Sg  1.257  10.13   2.33  12.51   3.63
 106 321 Sg  1.257  10.12   2.32  12.49   3.62
 106 322 Sg  1.241  10.19   2.33  12.43   3.57
 106 323 Sg  1.241  10.17   2.32  12.41   3.55
 106 324 Sg  1.241  10.16   2.31  12.40   3.52
 106 325 Sg  1.241  10.15   2.29  12.38   3.48
 106 326 Sg  1.220  10.25   2.31  12.30   3.42
 106 327 Sg  1.220  10.24   2.30  12.29   3.42
 106 328 Sg  1.220  10.22   2.30  12.27   3.41
 106 329 Sg  1.220  10.21   2.30  12.25   3.42
 106 330 Sg  1.220  10.19   2.30  12.23   3.42
 106 331 Sg  1.198  10.30   2.33  12.15   3.39
 106 332 Sg  1.198  10.29   2.32  12.14   3.39
 106 333 Sg  1.198  10.27   2.33  12.12   3.41
 106 334 Sg  1.198  10.26   2.33  12.10   3.42
 106 335 Sg  1.208  10.18   2.31  12.11   3.41
 107 257 Bh  1.257  10.98   2.45  13.54   3.74
 107 258 Bh  1.257  10.96   2.44  13.53   3.72
 107 259 Bh  1.265  10.91   2.41  13.54   3.69
 107 260 Bh  1.265  10.90   2.42  13.53   3.71
 107 261 Bh  1.257  10.93   2.43  13.49   3.71
 107 262 Bh  1.257  10.92   2.43  13.47   3.72
 107 263 Bh  1.246  10.97   2.43  13.43   3.67
 107 264 Bh  1.246  10.96   2.43  13.41   3.66
 107 265 Bh  1.246  10.94   2.43  13.40   3.65
 107 266 Bh  1.246  10.93   2.42  13.38   3.65
 107 267 Bh  1.230  11.02   2.42  13.32   3.57
 107 268 Bh  1.230  11.00   2.42  13.31   3.55
 107 269 Bh  1.230  10.99   2.41  13.29   3.53
 107 270 Bh  1.230  10.98   2.42  13.27   3.58
 107 271 Bh  1.230  10.97   2.43  13.26   3.63
 107 272 Bh  1.222  11.00   2.47  13.22   3.68
 107 273 Bh  1.222  10.98   2.48  13.21   3.73
 107 274 Bh  1.215  11.01   2.52  13.17   3.80
 107 275 Bh  1.222  10.96   2.52  13.18   3.87
 107 276 Bh  1.201  11.07   2.55  13.10   3.81
 107 277 Bh  1.526   9.40   2.19  13.90   4.43
 107 278 Bh  1.526   9.39   2.20  13.88   4.48
 107 279 Bh  1.526   9.37   2.21  13.86   4.52
 107 280 Bh  1.503   9.46   2.25  13.80   4.56
 107 281 Bh  1.503   9.45   2.26  13.78   4.63
 107 282 Bh  1.503   9.44   2.30  13.77   4.80
 107 283 Bh  1.503   9.43   2.35  13.75   5.02
 107 284 Bh  1.531   9.30   2.35  13.79   5.29
 107 285 Bh  1.531   9.29   2.36  13.77   5.31
 107 286 Bh  1.048  12.28   4.74  12.28   4.74
 107 287 Bh  1.000  12.26   4.53  12.26   4.53
 107 288 Bh  1.000  12.25   4.27  12.25   4.27
 107 289 Bh  1.000  12.23   4.11  12.23   4.11
 107 290 Bh  1.000  12.22   3.98  12.22   3.98
 107 291 Bh  1.016  12.20   3.81  12.20   3.81
 107 292 Bh  1.046  12.18   3.87  12.18   3.87
 107 293 Bh  1.046  12.16   3.99  12.16   3.99
 107 294 Bh  1.046  12.15   4.14  12.15   4.14
 107 295 Bh  1.046  12.13   4.33  12.13   4.33
 107 296 Bh  1.042  12.11   4.64  12.11   4.64
 107 297 Bh  1.627   8.75   2.20  13.75   5.46
 107 298 Bh  1.627   8.74   2.20  13.74   5.46
 107 299 Bh  1.627   8.73   2.20  13.72   5.45
 107 300 Bh  1.627   8.72   2.19  13.70   5.44
 107 301 Bh  1.627   8.71   2.19  13.68   5.41
 107 302 Bh  1.627   8.70   2.18  13.66   5.41
 107 303 Bh  1.627   8.68   2.18  13.65   5.40
 107 304 Bh  1.337   9.95   2.54  13.01   4.76
 107 305 Bh  1.337   9.94   2.53  12.99   4.72
 107 306 Bh  1.337   9.93   2.53  12.98   4.71
 107 307 Bh  1.310  10.05   2.57  12.89   4.70
 107 308 Bh  1.319   9.99   2.50  12.90   4.52
 107 309 Bh  1.301  10.07   2.48  12.83   4.35
 107 310 Bh  1.301  10.06   2.46  12.82   4.28
 107 311 Bh  1.301  10.04   2.44  12.80   4.21
 107 312 Bh  1.293  10.07   2.43  12.76   4.13
 107 313 Bh  1.249  10.29   2.48  12.63   4.02
 107 314 Bh  1.249  10.28   2.45  12.61   3.94
 107 315 Bh  1.249  10.26   2.43  12.59   3.86
 107 316 Bh  1.249  10.25   2.41  12.58   3.81
 107 317 Bh  1.257  10.19   2.38  12.58   3.77
 107 318 Bh  1.257  10.18   2.36  12.56   3.74
 107 319 Bh  1.257  10.16   2.35  12.55   3.70
 107 320 Bh  1.257  10.15   2.34  12.53   3.68
 107 321 Bh  1.241  10.22   2.35  12.47   3.64
 107 322 Bh  1.241  10.21   2.34  12.45   3.62
 107 323 Bh  1.241  10.19   2.33  12.43   3.59
 107 324 Bh  1.241  10.18   2.32  12.41   3.56
 107 325 Bh  1.241  10.16   2.31  12.40   3.53
 107 326 Bh  1.220  10.26   2.32  12.32   3.46
 107 327 Bh  1.220  10.25   2.31  12.31   3.42
 107 328 Bh  1.220  10.24   2.30  12.29   3.42
 107 329 Bh  1.220  10.22   2.30  12.27   3.41
 107 330 Bh  1.220  10.21   2.30  12.26   3.42
 107 331 Bh  1.220  10.19   2.30  12.24   3.41
 107 332 Bh  1.198  10.31   2.32  12.16   3.38
 107 333 Bh  1.198  10.29   2.32  12.14   3.38
 107 334 Bh  1.208  10.22   2.30  12.15   3.37
 107 335 Bh  1.198  10.26   2.33  12.11   3.41
 107 336 Bh  1.198  10.25   2.33  12.09   3.41
 107 337 Bh  1.184  10.31   2.32  12.03   3.35
 107 338 Bh  1.177  10.33   2.34  12.00   3.37
 108 256 Hs  1.257  10.98   2.48  13.56   3.84
 108 257 Hs  1.265  10.93   2.45  13.57   3.79
 108 258 Hs  1.257  10.96   2.44  13.53   3.73
 108 259 Hs  1.257  10.95   2.43  13.51   3.71
 108 260 Hs  1.257  10.94   2.43  13.50   3.68
 108 261 Hs  1.257  10.93   2.43  13.49   3.70
 108 262 Hs  1.246  10.98   2.43  13.44   3.67
 108 263 Hs  1.246  10.97   2.43  13.43   3.66
 108 264 Hs  1.246  10.96   2.43  13.41   3.66
 108 265 Hs  1.246  10.94   2.42  13.40   3.65
 108 266 Hs  1.246  10.93   2.42  13.38   3.64
 108 267 Hs  1.230  11.02   2.42  13.32   3.57
 108 268 Hs  1.230  11.00   2.41  13.31   3.55
 108 269 Hs  1.230  10.99   2.41  13.29   3.53
 108 270 Hs  1.230  10.98   2.40  13.28   3.51
 108 271 Hs  1.215  11.05   2.41  13.22   3.47
 108 272 Hs  1.230  10.96   2.43  13.25   3.61
 108 273 Hs  1.208  11.07   2.45  13.17   3.56
 108 274 Hs  1.208  11.06   2.46  13.15   3.59
 108 275 Hs  1.201  11.09   2.50  13.12   3.67
 108 276 Hs  1.526   9.41   2.18  13.92   4.37
 108 277 Hs  1.526   9.40   2.19  13.90   4.41
 108 278 Hs  1.526   9.39   2.19  13.89   4.44
 108 279 Hs  1.526   9.38   2.20  13.87   4.49
 108 280 Hs  1.540   9.31   2.21  13.88   4.64
 108 281 Hs  1.503   9.46   2.26  13.79   4.68
 108 282 Hs  1.503   9.45   2.28  13.77   4.71
 108 283 Hs  1.503   9.44   2.32  13.76   4.89
 108 284 Hs  1.503   9.42   2.36  13.74   5.04
 108 285 Hs  1.517   9.35   2.35  13.75   5.22
 108 286 Hs  1.517   9.34   2.33  13.74   5.09
 108 287 Hs  1.048  12.27   4.63  12.27   4.63
 108 288 Hs  1.045  12.26   4.22  12.26   4.22
 108 289 Hs  1.000  12.24   4.19  12.24   4.19
 108 290 Hs  1.000  12.23   4.04  12.23   4.04
 108 291 Hs  1.012  12.21   3.85  12.21   3.85
 108 292 Hs  1.016  12.19   3.77  12.19   3.77
 108 293 Hs  1.046  12.17   3.83  12.17   3.83
 108 294 Hs  1.046  12.16   3.94  12.16   3.94
 108 295 Hs  1.046  12.14   4.08  12.14   4.08
 108 296 Hs  1.042  12.13   4.25  12.13   4.25
 108 297 Hs  1.042  12.11   4.51  12.11   4.51
 108 298 Hs  1.586   8.91   2.30  13.67   5.58
 108 299 Hs  1.627   8.74   2.21  13.73   5.50
 108 300 Hs  1.627   8.73   2.20  13.71   5.49
 108 301 Hs  1.627   8.72   2.20  13.70   5.47
 108 302 Hs  1.627   8.70   2.19  13.68   5.44
 108 303 Hs  1.627   8.69   2.19  13.66   5.44
 108 304 Hs  1.627   8.68   2.19  13.64   5.43
 108 305 Hs  1.627   8.67   2.18  13.63   5.41
 108 306 Hs  1.627   8.66   2.17  13.61   5.38
 108 307 Hs  1.627   8.65   2.17  13.59   5.35
 108 308 Hs  1.627   8.64   2.16  13.57   5.31
 108 309 Hs  1.627   8.63   2.16  13.55   5.33
 108 310 Hs  1.627   8.61   2.13  13.54   5.19
 108 311 Hs  1.301  10.05   2.48  12.81   4.35
 108 312 Hs  1.301  10.04   2.45  12.80   4.26
 108 313 Hs  1.293  10.07   2.45  12.76   4.19
 108 314 Hs  1.293  10.06   2.43  12.74   4.12
 108 315 Hs  1.249  10.28   2.47  12.61   3.98
 108 316 Hs  1.249  10.26   2.44  12.59   3.90
 108 317 Hs  1.249  10.25   2.42  12.58   3.84
 108 318 Hs  1.249  10.23   2.40  12.56   3.79
 108 319 Hs  1.257  10.18   2.37  12.56   3.76
 108 320 Hs  1.230  10.31   2.40  12.47   3.70
 108 321 Hs  1.230  10.30   2.39  12.46   3.68
 108 322 Hs  1.230  10.28   2.38  12.44   3.66
 108 323 Hs  1.241  10.21   2.35  12.45   3.63
 108 324 Hs  1.241  10.19   2.34  12.43   3.60
 108 325 Hs  1.241  10.18   2.33  12.42   3.57
 108 326 Hs  1.241  10.16   2.31  12.40   3.54
 108 327 Hs  1.220  10.27   2.32  12.32   3.46
 108 328 Hs  1.220  10.25   2.31  12.31   3.42
 108 329 Hs  1.220  10.24   2.30  12.29   3.42
 108 330 Hs  1.220  10.22   2.30  12.27   3.41
 108 331 Hs  1.220  10.21   2.30  12.26   3.41
 108 332 Hs  1.198  10.32   2.32  12.18   3.37
 108 333 Hs  1.198  10.31   2.32  12.16   3.37
 108 334 Hs  1.198  10.29   2.32  12.14   3.37
 108 335 Hs  1.208  10.22   2.29  12.15   3.36
 108 336 Hs  1.198  10.26   2.32  12.11   3.39
 108 337 Hs  1.177  10.36   2.34  12.04   3.34
 108 338 Hs  1.177  10.35   2.34  12.02   3.34
 108 339 Hs  1.428   8.28   1.83  11.51   3.23
 109 266 Mt  1.230  11.03   2.45  13.33   3.65
 109 267 Mt  1.230  11.01   2.44  13.32   3.64
 109 268 Mt  1.230  11.00   2.44  13.31   3.62
 109 269 Mt  1.230  10.99   2.43  13.29   3.60
 109 270 Mt  1.230  10.98   2.42  13.28   3.58
 109 271 Mt  1.208  11.10   2.43  13.20   3.48
 109 272 Mt  1.208  11.09   2.44  13.18   3.52
 109 273 Mt  1.208  11.07   2.45  13.17   3.55
 109 274 Mt  1.208  11.06   2.46  13.15   3.59
 109 275 Mt  1.201  11.09   2.49  13.12   3.65
 109 276 Mt  1.190  11.14   2.53  13.07   3.70
 109 277 Mt  1.201  11.07   2.53  13.09   3.77
 109 278 Mt  1.526   9.39   2.19  13.89   4.42
 109 279 Mt  1.526   9.38   2.20  13.87   4.46
 109 280 Mt  1.526   9.37   2.21  13.86   4.52
 109 281 Mt  1.540   9.30   2.22  13.87   4.67
 109 282 Mt  1.540   9.29   2.23  13.86   4.75
 109 283 Mt  1.540   9.28   2.26  13.84   4.87
 109 284 Mt  1.517   9.37   2.34  13.78   5.08
 109 285 Mt  1.517   9.36   2.33  13.76   5.06
 109 286 Mt  1.517   9.35   2.33  13.74   5.06
 109 287 Mt  1.517   9.33   2.32  13.73   5.05
 109 288 Mt  1.048  12.26   4.42  12.26   4.42
 109 289 Mt  1.048  12.25   4.13  12.25   4.13
 109 290 Mt  1.000  12.23   4.09  12.23   4.09
 109 291 Mt  1.042  12.21   3.84  12.21   3.84
 109 292 Mt  1.016  12.20   3.80  12.20   3.80
 109 293 Mt  1.016  12.19   3.73  12.19   3.73
 109 294 Mt  1.051  12.17   3.79  12.17   3.79
 109 295 Mt  1.012  12.16   3.93  12.16   3.93
 109 296 Mt  1.035  12.13   3.99  12.13   3.99
 109 297 Mt  1.046  12.12   4.17  12.12   4.17
 109 298 Mt  1.042  12.11   4.38  12.11   4.38
 109 299 Mt  1.586   8.91   2.23  13.67   5.26
 109 300 Mt  1.586   8.90   2.30  13.65   5.58
 109 301 Mt  1.610   8.79   2.26  13.68   5.61
 109 302 Mt  1.627   8.71   2.21  13.69   5.51
 109 303 Mt  1.627   8.70   2.20  13.67   5.48
 109 304 Mt  1.627   8.69   2.20  13.66   5.48
 109 305 Mt  1.627   8.68   2.19  13.64   5.46
 109 306 Mt  1.627   8.67   2.19  13.62   5.44
 109 307 Mt  1.627   8.66   2.18  13.60   5.40
 109 308 Mt  1.627   8.65   2.17  13.59   5.38
 109 309 Mt  1.627   8.63   2.16  13.57   5.34
 109 310 Mt  1.627   8.62   2.17  13.55   5.37
 109 311 Mt  1.627   8.61   2.17  13.53   5.38
 109 312 Mt  1.627   8.60   2.16  13.52   5.35
 109 313 Mt  1.310   9.99   2.47  12.82   4.38
 109 314 Mt  1.293  10.07   2.48  12.76   4.26
 109 315 Mt  1.293  10.06   2.45  12.74   4.19
 109 316 Mt  1.249  10.28   2.49  12.61   4.04
 109 317 Mt  1.249  10.26   2.46  12.59   3.96
 109 318 Mt  1.249  10.25   2.44  12.58   3.90
 109 319 Mt  1.249  10.23   2.41  12.56   3.83
 109 320 Mt  1.249  10.22   2.40  12.54   3.80
 109 321 Mt  1.230  10.31   2.41  12.47   3.73
 109 322 Mt  1.230  10.30   2.40  12.46   3.72
 109 323 Mt  1.230  10.28   2.39  12.44   3.70
 109 324 Mt  1.230  10.27   2.38  12.42   3.67
 109 325 Mt  1.213  10.35   2.39  12.36   3.61
 109 326 Mt  1.213  10.34   2.38  12.34   3.58
 109 327 Mt  1.220  10.28   2.35  12.34   3.54
 109 328 Mt  1.220  10.27   2.33  12.33   3.50
 109 329 Mt  1.220  10.25   2.32  12.31   3.45
 109 330 Mt  1.220  10.24   2.32  12.29   3.45
 109 331 Mt  1.220  10.23   2.31  12.28   3.44
