S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),Element_w_A
19804.34,150.7,4009.65,19.4,5474.31,1.73,-17262.0,300.0,3247.55,19.61,-19630.56,151.03,154Yb
22436.0,277.0,2573.0,203.0,4351.0,277.0,,,6969.0,196.0,-20486.0,358.0,154Lu
,,978.0,335.0,3543.0,424.0,,,7249.0,358.0,,,154Hf
8013.0,500.0,,,-6126.0,640.0,17485.0,400.0,,,6218.0,447.0,155La
9013.0,361.0,25888.0,500.0,-5265.0,500.0,14504.0,300.0,-22249.0,583.0,2254.0,321.0,155Ce
9989.44,20.9,23934.0,300.0,-4529.85,435.81,11524.66,17.82,-21175.0,300.0,2338.39,55.38,155Pr
11096.06,9.53,21952.0,200.0,-3483.59,19.93,7907.1,9.27,-17353.0,200.0,-1843.06,47.22,155Nd
12434.74,10.21,19949.41,12.78,-2585.22,12.57,4878.16,4.92,-16123.93,113.11,-2556.07,4.94,155Pm
13773.77,0.89,17438.46,3.12,-1672.75,1.09,1879.06,0.92,-11654.81,52.62,-6524.02,1.13,155Sm
14593.5,0.47,15748.21,9.12,-856.94,4.53,-568.04,9.83,-10595.09,46.32,-6183.45,0.85,155Eu
15329.96,0.25,14088.14,0.35,81.48,0.67,-2914.33,9.6,-6903.67,0.88,-9984.89,45.3,155Gd
16079.35,10.52,12460.77,9.82,977.89,9.82,-5210.51,16.7,-6800.9,9.82,-8927.46,12.28,155Tb
16155.24,10.37,10850.94,9.61,2608.27,10.02,-6946.36,11.34,-2738.57,9.6,-12587.56,12.63,155Dy
17170.07,18.17,9304.14,17.88,3159.05,17.92,-9413.63,20.08,-3172.21,48.55,-11505.84,18.14,155Ho
17883.22,10.96,7644.19,7.1,4118.3,5.13,-11706.58,17.68,895.75,9.48,-15853.38,15.61,155Er
18795.22,15.54,6191.75,11.06,4571.91,5.44,-14080.87,21.62,724.43,12.83,-14765.15,19.89,155Tm
19437.0,196.0,4611.94,19.04,5338.76,2.07,-16333.0,299.0,4813.44,17.33,-18859.0,197.0,155Yb
20314.84,151.26,3149.66,22.66,5802.79,2.57,-18617.0,301.0,4593.11,16.32,-17946.0,301.0,155Lu
23012.0,423.0,1540.0,357.0,4947.0,423.0,,,8473.0,299.0,,,155Hf
,,133.0,336.0,3755.0,424.0,,,8498.0,359.0,,,155Ta
7663.0,500.0,,,-6545.0,640.0,18517.0,447.0,,,6658.0,500.0,156La
8743.0,361.0,26577.0,583.0,-5534.0,500.0,15654.0,361.0,,,2524.0,300.0,156Ce
9605.0,230.0,24616.0,361.0,-4702.0,361.0,12596.0,200.0,-20926.0,447.0,2645.0,200.0,156Pr
10791.3,206.84,22832.0,283.0,-3918.0,283.0,8886.79,200.22,-19983.0,361.0,-1605.03,200.09,156Nd
11794.3,46.47,20636.61,113.07,-2830.5,18.89,5918.9,5.1,-16037.35,17.57,-2044.14,3.92,156Pm
13047.89,8.5,18113.4,53.3,-1635.94,25.88,3174.48,8.47,-14365.68,12.52,-5613.66,8.47,156Sm
14487.06,3.37,16148.51,46.44,-1253.28,26.11,8.25,5.01,-10431.59,5.93,-6083.99,3.41,156Eu
14971.59,0.19,14657.68,0.88,-197.23,0.33,-2005.95,0.1,-9633.07,0.92,-9356.18,9.79,156Gd
16077.13,45.45,12930.62,3.76,372.54,3.75,-4611.83,60.11,-5561.68,3.78,-9006.56,10.28,156Tb
16277.69,7.42,11400.95,0.22,1753.04,0.3,-6317.26,24.66,-5748.05,0.12,-12560.74,17.47,156Dy
16982.29,60.56,9900.6,75.18,2813.04,72.11,-8644.41,61.68,-1517.89,60.79,-11341.09,60.3,156Ho
17749.32,25.13,8395.74,25.73,3481.25,25.06,-10945.99,25.72,-2345.13,26.46,-15657.11,26.55,156Er
18550.05,20.28,6773.18,16.46,4345.31,7.2,-13135.01,55.97,1916.02,22.56,-14403.26,21.9,156Tm
19476.27,19.63,5238.64,10.53,4809.74,3.54,-15448.82,150.05,1654.5,11.1,-18791.99,21.38,156Yb
20127.0,203.0,3850.35,56.01,5595.81,3.21,-17838.0,303.0,5637.4,55.02,-17601.0,303.0,156Lu
21289.0,335.0,2462.75,150.75,6028.57,3.81,,,5396.74,150.67,-21960.0,336.0,156Hf
,,724.0,357.0,5136.0,357.0,,,9395.0,299.0,,,156Ta
8293.0,500.0,,,-5885.0,565.0,16531.0,400.0,,,3566.0,447.0,157Ce
9268.0,300.0,25188.0,500.0,-4905.0,424.0,13757.0,300.0,-22779.0,500.0,3862.0,361.0,157Pr
10320.45,26.54,23259.0,301.0,-3977.0,202.0,10216.03,25.3,-18931.0,301.0,-369.22,25.17,157Nd
11499.75,8.42,21459.72,18.56,-3153.5,13.79,7161.86,8.19,-18019.0,200.0,-1007.93,11.05,157Pm
12629.39,4.68,18971.79,10.15,-1772.2,5.17,4145.9,4.59,-13492.9,200.08,-4666.35,5.7,157Sm
13783.45,4.16,17096.92,6.35,-1236.0,9.98,1304.52,4.21,-12584.23,5.58,-4995.31,4.21,157Eu
14896.23,0.16,15210.59,0.93,-688.7,0.39,-1398.92,5.13,-8752.01,8.47,-8803.99,3.68,157Gd
15656.01,9.79,13523.28,0.93,178.88,0.82,-3930.6,23.49,-7969.85,3.42,-8305.78,0.35,157Tb
16411.64,10.88,11932.62,5.13,1033.08,5.13,-6010.92,26.98,-4178.61,5.13,-12016.91,60.22,157Dy
16935.93,29.26,10160.72,25.44,2055.59,23.8,-8123.56,36.49,-4031.01,23.77,-10692.44,34.02,157Ho
17347.08,27.2,8836.03,28.21,3304.39,26.81,-9991.74,28.67,-173.64,26.53,-14650.41,30.11,157Er
18225.99,29.65,7247.67,32.96,3877.91,28.41,-12268.75,30.44,-519.28,66.2,-13514.87,29.45,157Tm
19061.92,19.87,5790.65,12.35,4621.79,5.85,-14519.0,196.0,3500.84,26.88,-17793.67,55.21,157Yb
20038.11,22.71,4392.55,15.61,5107.89,2.85,-16847.19,150.55,3105.06,17.03,-16694.94,150.24,157Lu
20876.0,357.0,2979.0,196.0,5880.01,3.06,-19433.0,445.0,7074.0,196.0,-21113.0,357.0,157Hf
21808.0,336.0,1626.22,151.3,6354.6,6.29,,,6817.24,140.04,,,157Ta
,,-122.0,499.0,5405.0,500.0,,,11058.0,427.0,,,157W
7983.0,500.0,,,-6265.0,640.0,17395.0,447.0,,,3809.0,500.0,158Ce
8905.0,361.0,25857.0,500.0,-5225.0,424.0,14759.0,300.0,,,4060.0,301.0,158Pr
9724.0,283.0,23813.0,361.0,-4260.0,283.0,11196.0,200.0,-21413.0,447.0,171.0,200.0,158Nd
11068.2,13.92,22100.0,201.0,-3409.15,113.81,8165.98,16.9,-17838.0,300.0,-482.95,14.15,158Pm
12032.45,9.85,19354.54,200.09,-1850.18,52.87,5439.3,5.03,-16077.67,25.39,-3862.65,6.47,158Sm
13315.27,10.86,17669.48,10.86,-1168.13,47.45,2215.48,10.35,-12247.12,12.4,-4503.03,10.32,158Eu
14297.27,0.16,15907.06,8.47,-659.29,0.9,-282.2,2.43,-11300.94,4.59,-7997.43,0.3,158Gd
15522.51,3.66,13966.06,3.55,-157.46,1.25,-3283.07,27.12,-7300.73,4.3,-8117.43,5.19,158Tb
16021.02,2.44,12450.38,2.43,873.69,2.44,-5103.54,25.33,-6872.85,2.43,-11645.83,23.56,158Dy
16851.26,65.84,10674.74,27.35,1543.79,52.79,-7484.4,37.03,-2713.13,27.12,-10845.27,37.91,158Ho
17234.73,35.25,9352.79,25.25,2665.18,26.3,-9293.57,26.46,-3168.22,25.75,-14665.85,37.64,158Er
18011.28,28.98,7802.17,65.1,3511.2,26.53,-11491.0,29.41,840.67,34.45,-13352.61,27.48,158Tm
18887.15,12.25,6376.47,25.89,4169.87,7.04,-13907.85,19.07,114.43,27.68,-17641.03,14.43,158Yb
19655.28,56.2,4955.58,20.8,4790.03,4.59,-16046.0,197.0,4208.11,31.78,-16380.0,196.0,158Lu
20428.13,150.78,3414.61,19.81,5404.78,2.72,-18470.0,300.0,4030.54,20.6,-20580.38,151.09,158Hf
21448.0,357.0,2045.0,203.0,6123.6,4.35,,,7985.0,196.0,-19768.0,445.0,158Ta
,,394.0,335.0,6612.73,3.08,,,7982.0,358.0,,,158W
8691.0,500.0,,,-5583.0,565.0,15466.0,400.0,,,4895.0,447.0,159Pr
9488.0,301.0,24455.0,500.0,-4452.0,424.0,12401.0,300.0,-20436.0,500.0,1211.0,300.0,159Nd
10399.87,12.23,22592.0,300.0,-3563.93,19.9,9489.01,10.92,-19513.0,300.0,624.65,11.15,159Pm
11672.83,7.38,20324.17,25.61,-2348.97,10.89,6353.66,6.05,-15442.0,200.0,-3023.9,11.83,159Sm
12727.01,4.2,18324.18,8.22,-1528.27,6.38,3489.08,4.42,-14243.05,14.12,-3425.06,4.39,159Eu
13880.6,0.11,16461.8,4.59,-795.53,0.94,605.7,1.32,-10600.16,5.03,-7162.09,0.99,159Gd
14911.57,0.8,14651.4,4.26,-139.19,1.15,-2202.83,2.92,-9566.15,10.33,-7196.33,2.44,159Tb
15885.21,5.25,12921.6,1.32,477.83,1.33,-4606.1,3.35,-5766.56,1.32,-11050.86,27.13,159Dy
16639.34,23.66,11144.05,3.0,1495.6,10.23,-6759.14,28.11,-5147.84,2.99,-10097.04,25.41,159Ho
17290.03,26.76,9714.42,6.23,2169.6,10.25,-8722.43,18.13,-1442.66,4.24,-13929.16,25.49,159Er
18003.76,39.52,8315.51,36.49,3044.23,32.96,-10861.79,46.9,-1671.77,38.93,-12631.48,29.07,159Tm
18559.34,20.63,7002.91,31.92,3945.67,18.68,-12986.01,24.48,2176.23,30.87,-16697.73,23.32,159Yb
19410.72,39.55,5577.27,46.9,4492.39,38.95,-15269.46,42.5,1705.62,45.33,-15677.53,41.53,159Lu
20092.0,196.0,4008.64,20.05,5225.09,2.67,-17558.0,299.0,5868.67,18.62,-19757.0,197.0,159Hf
20988.45,151.36,2576.57,23.09,5680.98,6.07,-19694.0,305.0,5484.07,17.46,-18878.0,301.0,159Ta
21967.0,499.0,969.0,357.0,6450.48,3.94,,,9519.0,299.0,,,159W
,,-271.0,340.0,6759.0,55.0,,,9133.0,362.0,,,159Re
8333.0,500.0,,,-5895.0,565.0,16482.0,447.0,,,5216.0,500.0,160Pr
9222.0,361.0,25052.0,500.0,-4739.0,424.0,13101.0,300.0,,,1349.0,300.0,160Nd
10055.0,201.0,23250.0,361.0,-3859.0,283.0,10478.0,200.0,-19203.0,447.0,1134.0,200.0,160Pm
11127.18,7.66,20758.0,200.0,-2186.06,200.12,7706.95,6.07,-17717.0,300.0,-2262.82,7.32,160Sm
12367.91,13.96,18969.19,16.46,-1741.73,10.15,4355.79,9.58,-14215.15,13.81,-2990.34,9.58,160Eu
13394.83,0.73,17269.44,5.05,-1006.23,8.5,1730.99,1.19,-13022.94,6.07,-6480.69,1.02,160Gd
14508.22,0.65,15159.01,10.33,-178.62,3.49,-1453.53,15.05,-9081.94,4.42,-6740.44,1.17,160Tb
15408.02,2.25,13561.12,1.12,437.27,1.12,-3608.5,24.27,-8400.26,1.12,-10414.51,3.04,160Dy
16337.77,30.97,11490.0,15.06,1283.15,15.47,-6080.7,37.41,-4139.34,15.05,-9893.01,15.43,160Ho
16903.05,34.99,10234.82,24.37,2039.82,24.28,-7901.52,25.31,-4186.06,24.3,-13565.15,37.0,160Er
17741.47,42.54,8692.38,43.69,2752.02,69.1,-10032.09,66.35,-261.46,34.4,-12534.74,38.61,160Tm
18295.1,10.73,7436.84,26.24,3624.09,25.67,-12223.76,11.96,-890.64,8.1,-16525.42,38.35,160Yb
19200.38,58.8,6144.68,62.17,4139.7,58.59,-14446.24,78.61,3011.49,63.32,-15488.65,59.26,160Lu
19979.19,19.92,4506.65,12.42,4901.86,2.59,-16612.49,150.13,2610.69,20.16,-19571.11,21.88,160Hf
20800.0,203.0,3189.45,56.38,5450.93,4.59,-19085.0,303.0,6595.94,66.1,-18600.0,303.0,160Ta
21836.0,335.0,1802.01,150.85,6065.53,4.59,,,6237.17,150.77,-22653.0,339.0,160W
,,150.0,357.0,6697.75,4.1,,,10412.0,299.0,,,160Re
8924.0,500.0,,,-5082.0,565.0,14084.0,400.0,,,2343.0,447.0,161Nd
9824.0,298.0,23725.0,499.0,-4120.0,423.0,11556.0,298.0,-21004.0,499.0,1928.0,298.0,161Pm
10606.82,9.01,21443.0,300.0,-2635.33,25.82,8833.86,7.01,-16827.0,300.0,-1262.82,11.67,161Sm
11890.87,11.25,19815.19,14.44,-1919.4,12.52,5670.06,10.49,-16078.0,201.0,-1921.1,10.48,161Eu
13087.02,1.24,17875.99,6.15,-1253.16,4.72,2549.98,1.55,-12560.0,6.15,-5740.88,1.43,161Gd
14071.86,0.56,15996.24,4.44,-427.6,4.3,-264.32,2.47,-11270.1,9.6,-5860.18,1.26,161Tb
15031.3,1.42,14072.31,1.12,342.76,1.12,-2854.19,8.75,-7403.03,1.19,-9744.39,15.0,161Dy
16010.37,3.71,12242.85,2.42,1141.24,2.44,-5298.56,28.03,-6649.98,2.43,-9204.36,24.36,161Ho
16783.21,9.47,10612.41,8.86,1798.03,10.15,-7362.21,17.67,-2817.85,8.75,-12970.9,35.37,161Er
17470.94,39.52,9147.12,28.11,2509.21,36.49,-9336.36,39.52,-2804.95,31.73,-11807.32,28.87,161Tm
18143.43,22.98,7856.31,15.74,3149.32,30.63,-11524.73,27.24,935.86,28.71,-15640.78,58.86,161Yb
18996.37,46.9,6569.89,39.52,3722.01,39.52,-13783.35,37.09,450.71,44.21,-14694.72,29.53,161Lu
19604.71,28.13,5054.01,28.69,4682.31,24.08,-15759.0,197.0,4559.06,23.68,-18562.29,58.81,161Hf
20482.48,31.34,3648.33,44.87,5236.61,23.84,-17938.79,151.89,4201.97,61.83,-17523.86,151.8,161Ta
21403.0,357.0,2281.0,196.0,5922.88,3.63,-20576.0,445.0,8095.0,196.0,-21888.0,357.0,161W
22238.0,339.0,979.0,151.21,6328.21,6.69,,,7694.52,139.96,,,161Re
,,-737.0,499.0,7065.87,12.31,,,12058.0,427.0,,,161Os
8559.0,500.0,,,-5315.0,565.0,14979.0,445.0,,,2614.0,499.0,162Nd
9510.0,361.0,24428.0,500.0,-4465.0,424.0,12334.0,302.0,,,2231.0,300.0,162Pm
10438.0,196.0,21974.0,358.0,-2900.0,280.0,9751.0,196.0,-19231.0,445.0,-809.0,196.0,162Sm
11365.57,36.49,20279.0,203.0,-2039.11,37.71,6972.56,50.63,-15757.0,300.0,-1268.89,35.22,162Eu
12481.29,3.8,18623.55,7.16,-1455.07,6.32,3901.08,3.98,-14897.41,7.91,-4890.13,3.94,162Gd
13982.33,36.38,16773.44,37.59,-845.69,37.79,365.58,36.5,-11173.4,37.83,-5691.47,36.36,162Tb
14651.38,0.1,14817.68,1.19,83.15,1.12,-1846.96,0.3,-9964.63,1.55,-9055.52,2.17,162Dy
15801.45,15.32,12783.23,3.3,1004.21,3.35,-4563.75,26.23,-5868.92,3.33,-8911.25,9.28,162Ho
16412.93,24.27,11239.73,0.31,1647.91,2.27,-6508.17,15.36,-5567.69,0.3,-12507.13,27.96,162Er
17318.4,43.05,9673.0,30.06,2284.89,37.59,-8646.04,79.43,-1569.49,26.14,-11709.71,30.24,162Tm
17806.28,16.87,8340.06,28.71,3052.55,29.53,-10657.34,17.6,-1913.71,17.67,-15335.32,31.89,162Yb
18704.45,94.12,7107.67,82.49,3446.52,79.16,-13051.56,91.43,1777.98,80.07,-14588.4,78.35,162Lu
19372.7,13.07,5584.24,11.48,4416.31,4.86,-15169.8,19.66,1381.42,17.59,-18461.33,25.96,162Hf
20099.13,75.36,4088.2,77.18,5007.08,50.0,-17279.0,203.0,5493.18,59.24,-17296.0,203.0,162Ta
20815.39,150.86,2638.21,20.07,5678.27,2.4,-19559.0,300.0,5026.49,28.64,-21230.32,150.96,162W
21905.0,357.0,1256.0,203.0,6240.37,5.13,,,8989.0,198.0,-20593.0,445.0,162Re
,,-308.0,335.0,6767.4,3.08,,,8826.0,358.0,,,162Os
9156.0,499.0,,,-4586.0,565.0,13236.0,405.0,,,3209.0,445.0,163Pm
10191.0,298.0,22710.0,499.0,-3338.0,423.0,10594.0,298.0,-18459.0,499.0,-88.0,300.0,163Sm
10836.0,66.36,20827.0,305.0,-2355.52,66.31,8111.19,65.67,-17404.0,307.0,-275.8,65.67,163Eu
11950.7,8.58,19219.87,10.82,-1531.03,10.29,5067.28,8.46,-14073.0,196.0,-3709.25,37.33,163Gd
13277.12,4.19,17382.49,11.17,-977.7,5.92,1782.26,4.0,-13181.64,35.45,-4485.91,4.0,163Tb
14468.0,0.08,15453.29,1.55,-244.65,1.12,-1213.45,4.58,-9389.74,3.98,-8410.95,3.11,163Dy
15323.7,2.17,13494.69,1.26,729.11,1.17,-3649.61,5.47,-7991.35,36.36,-8115.13,0.3,163Ho
16108.75,9.87,11689.86,4.58,1574.5,4.79,-5868.63,16.03,-4275.22,4.58,-11761.25,26.45,163Er
16972.65,28.49,10109.39,5.88,2175.9,6.26,-7937.31,28.49,-3976.15,6.29,-10973.69,16.3,163Tm
17602.33,21.15,8675.43,17.68,2837.02,15.75,-10035.41,29.15,-253.55,15.37,-14538.66,76.59,163Yb
18371.7,39.52,7470.64,39.52,3354.07,39.52,-12256.78,47.22,-602.59,38.21,-13693.72,29.35,163Lu
19091.64,33.5,6002.22,29.15,4150.01,30.51,-14355.49,58.28,3273.69,29.15,-17554.81,57.82,163Hf
19898.27,45.2,4550.23,47.22,4749.06,5.49,-16532.38,42.33,3008.15,84.14,-16606.74,41.96,163Ta
20495.0,203.0,3171.46,57.37,5519.49,50.0,-18716.0,303.0,6971.84,53.51,-20478.0,203.0,163W
21304.68,151.06,1801.19,30.62,6011.99,7.77,,,6488.98,52.54,-19633.0,301.0,163Re
22356.0,499.0,215.0,357.0,6677.2,8.37,,,10518.0,299.0,,,163Os
8643.0,500.0,,,-4775.0,565.0,14511.0,416.0,,,3778.0,499.0,164Pm
9715.0,357.0,23130.0,499.0,-3394.0,423.0,11672.0,315.0,,,311.0,305.0,164Sm
10820.0,119.0,21589.0,321.0,-2804.0,230.0,8697.0,152.0,-17421.0,416.0,-138.0,114.0,164Eu
11636.0,103.0,19822.0,221.0,-1964.0,103.0,6194.0,102.0,-16343.0,315.0,-3249.0,103.0,164Gd
12544.64,106.41,17952.51,106.02,-1022.42,100.45,2903.54,100.01,-12882.05,119.57,-3768.11,100.0,164Tb
13929.12,0.08,16265.51,3.98,-451.14,1.19,-25.08,0.11,-11943.05,8.46,-7660.95,0.07,164Dy
15082.6,3.21,13883.49,36.39,429.84,1.79,-3077.47,24.44,-7674.4,4.24,-7885.1,4.79,164Ho
15751.0,0.33,12339.35,0.14,1304.92,0.17,-4925.47,15.37,-6850.69,0.13,-11285.48,5.47,164Er
16568.88,35.69,10440.43,24.59,2053.78,28.64,-7261.66,37.09,-2814.67,24.4,-10676.26,28.83,164Tm
17333.71,21.15,9260.84,15.37,2621.89,28.71,-9198.91,22.06,-3138.67,16.04,-14297.33,31.89,164Yb
17953.25,80.07,7742.52,38.21,3234.74,44.21,-11359.57,39.52,797.38,28.49,-13450.0,37.35,164Lu
18792.13,18.18,6570.1,22.05,3919.29,17.39,-13582.75,18.54,191.62,22.05,-17355.19,41.22,164Hf
19645.24,59.24,5028.99,80.07,4562.22,63.32,-15810.36,61.3,4219.64,39.52,-16445.92,59.7,164Ta
20379.19,20.13,3644.69,13.17,5278.27,2.01,-17813.65,150.23,3738.95,26.6,-20304.83,20.9,164W
21114.0,203.0,2270.18,75.53,5926.34,5.1,-20129.0,319.0,7773.22,66.52,-19351.0,303.0,164Re
22124.0,335.0,1000.84,150.96,6479.43,5.26,,,7197.12,158.93,,,164Os
,,-580.0,371.0,6970.0,100.0,,,11370.0,315.0,,,164Ir
9231.0,499.0,,,-3645.0,566.0,12645.0,419.0,,,1501.0,416.0,165Sm
10381.0,152.0,22052.0,423.0,-2913.0,328.0,9842.0,91.92,-19142.0,423.0,979.0,172.0,165Eu
11281.0,122.0,20311.0,322.0,-2206.0,122.0,7160.0,121.0,-15639.0,322.0,-2446.0,157.0,165Gd
12112.0,103.0,18659.0,122.0,-1199.0,103.0,4333.0,102.0,-14474.0,153.0,-2669.0,102.0,165Tb
13374.07,0.09,16876.66,8.46,-531.7,1.55,909.0,0.6,-11128.0,102.0,-6702.42,1.42,165Dy
14663.3,0.83,14880.88,4.08,137.67,1.45,-1969.39,1.84,-10110.01,100.0,-7027.43,0.83,165Ho
15496.52,4.61,12718.38,0.6,1109.27,0.61,-4226.23,26.56,-5842.62,0.6,-10688.89,24.41,165Er
16343.53,5.69,11129.23,1.56,1842.73,2.72,-6487.38,26.59,-5237.09,2.17,-9983.52,15.44,165Tm
17138.92,30.67,9705.6,26.94,2481.31,27.95,-8659.87,38.54,-1641.46,26.55,-13724.33,38.54,165Yb
17793.47,38.54,8291.46,27.11,3031.55,38.54,-10594.39,29.94,-1827.18,36.05,-12695.05,30.9,165Lu
18514.46,37.35,6914.35,31.89,3778.98,31.89,-12774.48,37.48,2092.94,31.89,-16424.02,39.52,165Hf
19455.86,40.51,5634.38,31.19,4289.58,31.19,-15188.08,27.37,1505.55,31.19,-15683.41,16.9,165Ta
20095.46,58.37,4175.28,35.18,5028.73,29.84,-17066.0,197.0,5668.51,29.57,-19459.9,60.0,165W
20800.17,30.0,2703.09,44.78,5694.31,6.15,-19067.0,160.0,5334.05,36.57,-18308.99,151.76,165Re
21745.0,357.0,1465.0,203.0,6335.49,5.65,,,9152.0,196.0,-22523.0,370.0,165Os
,,168.0,159.0,6823.0,50.0,,,8591.0,149.0,,,165Ir
8770.0,499.0,,,-3604.0,565.0,13800.0,445.0,,,1923.0,423.0,166Sm
9969.0,376.0,22915.0,537.0,-3263.0,467.0,10677.0,365.0,,,1174.0,378.0,166Eu
10898.0,221.0,21005.0,357.0,-2425.0,277.0,8055.0,196.0,-18010.0,446.0,-2035.0,221.0,166Gd
11949.46,122.07,19082.0,134.0,-1606.3,78.36,5186.54,70.01,-14450.0,154.0,-2343.5,70.0,166Tb
12759.46,0.4,17389.0,102.0,-729.3,4.0,2341.25,1.19,-13421.0,121.0,-5757.1,0.92,166Dy
14232.46,1.15,15571.3,100.0,179.71,36.37,-1182.95,11.58,-9795.0,102.0,-6621.04,1.03,166Ho
15125.79,1.13,13536.02,1.12,830.52,1.12,-3330.3,7.01,-8602.41,1.12,-10067.74,2.11,166Er
16126.97,27.01,11484.81,11.64,1728.25,11.97,-5867.39,31.99,-4278.34,11.58,-9664.31,28.97,166Tm
16720.96,16.92,10230.79,7.1,2313.86,7.1,-7736.76,28.83,-4363.1,7.12,-13224.82,27.47,166Yb
17521.25,40.86,8694.89,38.52,3031.89,39.59,-9923.21,40.86,-380.33,29.85,-12456.79,40.86,166Lu
18183.11,32.11,7419.51,31.89,3542.45,31.89,-11970.95,29.51,-852.57,38.54,-16082.45,31.19,166Hf
18957.61,39.52,6033.35,39.52,4309.06,80.07,-14204.3,77.52,3055.5,38.54,-15308.07,37.48,166Ta
19794.91,13.52,4647.47,18.44,4856.06,3.94,-16456.51,20.17,2458.51,29.51,-19299.57,25.41,166W
20563.68,90.58,3188.62,77.52,5461.8,50.0,-18539.0,209.0,6665.4,73.63,-18170.0,209.0,166Re
21152.05,150.99,1773.7,20.4,6142.77,3.32,-20702.0,301.0,6140.53,30.77,-21910.0,159.0,166Os
22153.0,370.0,460.0,203.0,6722.35,5.58,,,10017.0,197.0,,,166Ir
,,-1115.0,336.0,7285.88,15.37,,,9776.0,359.0,,,166Pt
9429.0,423.0,,,-3186.0,565.0,11917.0,445.0,,,2448.0,445.0,167Eu
10503.0,322.0,21583.0,499.0,-2518.0,422.0,9118.0,304.0,-17372.0,499.0,-1000.0,306.0,167Gd
11504.0,221.0,19781.0,239.0,-1867.0,206.0,6354.0,196.0,-16008.0,408.0,-1413.0,196.0,167Tb
12460.65,60.23,18056.0,135.0,-1041.66,60.81,3360.55,60.23,-12690.0,205.0,-4930.61,60.23,167Dy
13524.25,5.25,16293.0,103.0,-109.47,6.6,263.01,5.42,-11684.81,70.2,-5425.9,5.21,167Ho
14912.2,1.3,14256.52,1.13,665.07,1.12,-2700.6,4.03,-7995.36,1.19,-9474.12,11.55,167Er
15756.65,1.98,12222.58,1.46,1409.78,1.42,-5042.52,31.7,-6761.28,1.46,-9019.22,7.17,167Tm
16437.83,26.84,10646.91,4.06,2152.23,6.09,-7122.82,28.23,-2953.5,4.02,-12640.91,30.07,167Yb
17201.52,41.32,9149.45,31.71,2802.68,32.15,-9150.07,42.24,-2901.72,33.73,-11713.46,42.24,167Lu
17974.88,39.52,7750.32,38.54,3406.42,31.89,-11369.7,33.38,839.01,28.83,-15441.3,39.52,167Hf
18645.84,31.19,6486.76,38.54,4015.43,39.52,-13520.0,49.0,380.95,40.86,-14534.35,29.51,167Ta
19379.67,30.94,5040.49,33.38,4740.71,28.08,-15596.06,74.94,4471.95,33.38,-18275.9,74.58,167W
20314.0,47.0,3561.0,43.0,5279.0,14.0,-17759.0,44.0,3978.0,49.0,-17471.0,44.0,167Re
20850.0,209.0,2218.91,76.85,5981.28,50.0,-19890.0,311.0,8097.07,73.3,-21219.0,209.0,167Os
21622.0,159.0,990.61,29.88,6504.89,2.64,,,7532.07,72.48,-20414.0,301.0,167Ir
,,-605.0,360.0,7155.2,50.0,,,11530.0,303.0,,,167Pt
8675.0,615.0,,,-3295.0,640.0,12982.0,582.0,,,3001.0,582.0,168Eu
9976.0,446.0,22212.0,566.0,-2686.0,499.0,10196.0,424.0,,,-508.0,446.0,168Gd
10980.0,306.0,20093.0,466.0,-1767.0,319.0,7339.0,300.0,-16001.0,499.0,-863.0,304.0,168Tb
12117.41,140.01,18608.0,241.0,-1211.0,173.0,4431.61,140.01,-15036.0,329.0,-4350.26,140.09,168Dy
13132.48,30.01,16754.32,76.17,-408.12,104.41,1251.75,30.06,-11423.0,198.0,-4841.31,30.0,168Ho
14207.76,0.21,14984.32,1.2,551.88,1.13,-1409.27,0.25,-10349.52,60.23,-8518.85,1.51,168Er
15567.18,11.7,12819.53,1.84,1243.67,2.17,-4245.07,39.29,-6321.27,5.53,-8793.66,4.18,168Tm
16128.79,7.0,11233.8,0.33,1936.07,1.16,-6221.35,27.97,-5579.69,0.28,-12152.09,31.69,168Yb
17189.5,49.3,9757.42,40.91,2411.27,46.22,-8673.94,48.19,-1813.18,39.28,-11671.41,48.19,168Lu
17644.2,39.52,8342.75,28.83,3231.95,31.89,-10467.44,30.94,-2058.95,28.23,-15080.81,39.52,168Hf
18438.77,39.52,6950.87,40.86,3823.55,39.52,-12599.02,41.6,1818.25,42.24,-14367.17,33.38,168Ta
19147.71,16.31,5612.07,30.94,4500.48,11.46,-14897.9,16.56,1285.68,30.94,-18133.0,43.0,168W
20044.04,78.6,4275.05,41.6,5063.0,13.0,-17128.66,63.24,5267.2,41.6,-17364.21,78.95,168Re
20706.33,20.51,2685.12,13.69,5815.63,2.7,-18987.75,150.28,4813.87,20.77,-20994.09,20.85,168Os
21455.0,204.0,1350.69,90.98,6381.3,8.52,,,8876.0,68.0,-20125.0,307.0,168Ir
22421.0,336.0,153.88,151.02,6989.73,3.07,,,8205.56,166.64,,,168Pt
9482.0,585.0,,,-2770.0,643.0,11444.0,586.0,,,498.0,585.0,169Gd
10544.0,357.0,20896.0,499.0,-2030.0,328.0,8469.0,299.0,-17877.0,582.0,160.0,329.0,169Tb
11809.19,306.63,19362.0,423.0,-1569.0,324.0,5325.93,300.67,-14523.0,501.0,-3607.32,302.16,169Dy
12659.19,20.62,17448.0,197.0,-656.0,104.0,2478.04,20.08,-13364.0,299.0,-3877.32,20.05,169Ho
